feature,mean_importance
Dividend,0.0
Volume,7.825528231240695e-05
MA5,0.00010333367865854922
Prev Close Price,0.00010976485187423804
Prev Volume,0.0002890288381034585
MA10,0.0003310176124422711
High Price_multiply_Open Price,0.0006596262499931977
MA20,0.0006646832547502933
Low Price_sum_High Price,0.0025719067227404253
Close Price_multiply_High Price,0.004627488452998524
Open Price,0.005245802539888317
Low Price_multiply_High Price,0.005270561995161805
High Price,0.005749974643284103
Low Price,0.006093366381641276
Close Price_sum_Low Price,0.007147873596557339
Close Price_multiply_Low Price,0.009541899998890558
Close Price_diff_Dividend,0.010149618761239166
High Price_sum_Open Price,0.010510267079266477
Close Price,0.02324517628783323
Dividend_sum_Close Price,0.029333648630888942
Close Price_sum_High Price,0.03558247383246403
