feature,mean_importance
Volume,-3.77474898305967e-05
Prev Close Price,-1.0506283939882774e-05
Dividend,0.0
Prev Volume,9.107341386293734e-05
MA10,0.00015278599497467685
High Price_multiply_Open Price,0.00016819379268380677
MA20,0.000326925511521922
High Price,0.000470773495970455
High Price_sum_Open Price,0.0005663024782671139
Dividend_sum_Close Price,0.0008726271052875778
MA5,0.0010423909164545655
Open Price,0.0013216164698475802
Low Price_sum_High Price,0.0022769132787527633
Close Price_multiply_Low Price,0.005111964356127969
Low Price_multiply_High Price,0.006174187650178355
Close Price_diff_Dividend,0.009469048592245288
Close Price_multiply_High Price,0.016209500394912108
Close Price,0.031170905979034852
Close Price_sum_High Price,0.03683437771334671
Close Price_sum_Low Price,0.04716692608135301
Low Price,0.052140602532420297
