feature,mean_importance
Dividend,0.0
High Price_sum_Open Price,0.00023247442954614782
Volume,0.00032041011080882287
High Price_multiply_Open Price,0.0003472598427984768
Prev Close Price,0.00036796170060386294
Prev Volume,0.0012783494296884084
MA20,0.0017818832285694704
Low Price_sum_High Price,0.0018275275953654121
MA10,0.0018842132650991183
Dividend_sum_Close Price,0.002476268703491804
Close Price_sum_High Price,0.0024932964744905305
Low Price,0.004163863205628818
Open Price,0.004821497897710956
Close Price_diff_Dividend,0.007982950172933474
Close Price_sum_Low Price,0.008291455403162035
High Price,0.009486554422555407
MA5,0.009533648812710552
Low Price_multiply_High Price,0.013560264814580924
Close Price,0.019450782235106844
Close Price_multiply_Low Price,0.06248699698966096
Close Price_multiply_High Price,0.06274290034706273
