feature,mean_importance
Dividend,0.0
Volume,6.104185867294633e-05
High Price_sum_Open Price,7.193266302045623e-05
MA10,0.00022350643173158074
Prev Volume,0.00027117652246978443
MA20,0.0004885598939945861
Prev Close Price,0.0005148110550070471
Dividend_sum_Close Price,0.0006266716417013222
Low Price_sum_High Price,0.0006421657802421916
MA5,0.0013073022999889124
Low Price_multiply_High Price,0.0014155406681424574
Close Price_sum_Low Price,0.003688475873357081
Low Price,0.006149608747652096
Close Price_multiply_Low Price,0.007125771450703118
High Price_multiply_Open Price,0.011657962364072544
Close Price_sum_High Price,0.01249959073335343
Open Price,0.013828330950109092
High Price,0.020029774467093215
Close Price_multiply_High Price,0.028767776048053213
Close Price_diff_Dividend,0.0301526015274384
Close Price,0.030422081209406104
