feature,mean_importance
Volume,-0.0001266407335149016
Dividend,-9.509113595585622e-09
Low Price_sum_High Price,3.289268604068927e-05
MA10,7.428301477390804e-05
Dividend_sum_Close Price,0.00010701849481017855
High Price_sum_Open Price,0.00015738320364493312
MA5,0.00026308022778720735
Prev Close Price,0.00031177527988991455
MA20,0.0003763747685120093
Prev Volume,0.0003805545140454271
Close Price_sum_Low Price,0.0018079486194726327
Close Price_sum_High Price,0.004430497322743192
Low Price_multiply_High Price,0.004831698651033774
Close Price_diff_Dividend,0.005630510119352463
High Price_multiply_Open Price,0.012327793944456347
High Price,0.014869560579311708
Close Price_multiply_High Price,0.014870572597319387
Close Price,0.01711351523141215
Open Price,0.018548050109242164
Low Price,0.02840631294085418
Close Price_multiply_Low Price,0.10758183493345268
