feature,mean_importance
Volume,-5.2275064508204744e-05
Dividend,0.0
Dividend_sum_Close Price,0.0004971460770204125
Low Price_sum_High Price,0.0006348785937715757
Open Price,0.0008465587038808339
High Price,0.0009108580355865426
High Price_sum_Open Price,0.0009470704419774547
Prev Close Price,0.0010712837528832272
MA10,0.0011098619129500937
MA20,0.001361818112025215
Prev Volume,0.0013972781540250055
High Price_multiply_Open Price,0.0017523099891927
Low Price_multiply_High Price,0.0020898903483136328
Close Price_sum_High Price,0.004090339844156133
Close Price_sum_Low Price,0.007095028804357323
Close Price_multiply_Low Price,0.015067055051782588
MA5,0.015373891760058022
Close Price_diff_Dividend,0.017747138209944578
Low Price,0.03254840508444586
Close Price_multiply_High Price,0.0666738045109188
Close Price,0.07729063492106644
