feature,mean_importance
Dividend,0.0
Volume,4.482142552099302e-05
MA10,7.870040730312364e-05
High Price_sum_Open Price,9.821548267015915e-05
High Price_multiply_Open Price,0.000121694979017066
Prev Volume,0.00024062626339508374
Prev Close Price,0.00045624932837720606
MA20,0.0008482997270633568
Dividend_sum_Close Price,0.0010794801696241759
Close Price_sum_High Price,0.0011068575623658116
Low Price_sum_High Price,0.0011758317283263964
High Price,0.00123497619344477
Close Price_sum_Low Price,0.0026338420216924343
MA5,0.003623087906514439
Close Price_multiply_High Price,0.00582992307999613
Low Price_multiply_High Price,0.0127376922434225
Low Price,0.024534076971682882
Close Price_multiply_Low Price,0.027677843692445952
Close Price_diff_Dividend,0.03018424912283365
Open Price,0.0421183376204025
Close Price,0.10492971688429531
