feature,mean_importance
Volume,-9.801756413154727e-05
Low Price,-9.676190568668197e-05
High Price,-8.564014815168886e-05
Dividend,-7.77026343123266e-05
Prev Close Price,-4.601415897704797e-05
Open Price,-4.1024298633840495e-05
MA10,-4.081254027499259e-05
MA20,-7.602341787404932e-06
Close Price,-7.046874270888459e-06
MA5,2.7360624647543297e-05
Prev Volume,0.00023359974279417716
