Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0110844612542173,0.0028524400904877,0.0102236787007707,0.0109546718188684,0.0065646113843914,0
0.0041720409522661,-0.0003818280669298,-9.49269733929059e-05,0.0033126235222812,0.0049172624016509,2
0.0028813516989751,-0.0003817791911612,0.0004912857803316,0.0023581764311486,0.0038224682350777,2
0.0002718295773053,0.0001271569268741,0.0025704956322207,0.0025898513596698,0.0031430874342116,2
0.0011895958991511,-4.6041356448744966e-05,0.0014571635771877,0.0022765835967527,0.0005282985514675,2
0.0016581620455709,0.0,0.0006250248242128,0.0019893872510088,0.0002311630639808,2
0.0007088041300998,0.0004709132301195,0.0004623684192651,0.002167504860819,0.0003970351808403,1
0.0020366732444101,-7.0489074663449e-06,-0.0011535488698049,0.0025569562935771,0.0002582337659295,3
0.0003158999084347,0.0,0.00186834471064,0.0008461898539187,-0.0001349109894557,4
0.00299073045373,-0.0003010139524874,-0.0008402276350329,0.0004356286946081,0.0004536325234366,3
0.0014470196852348,6.125879437046677e-08,0.0005439246020751,0.0005150469103965,-0.0001450960063036,3
0.0001174848354815,-0.0001392714208851,0.0003300470190484,0.0009096051191286,0.0009303051754451,3
0.0006866684102145,-0.0004354402470995,0.0010465565105269,0.0012919775925708,-0.0008316347396266,3
0.00057794261664,-0.000787313498825,0.0009974338162493,0.00121166850042,-0.0004821071067967,3
0.000499776459883,-1.077352434655232e-05,-0.000889899087713,0.0027077479396995,-0.0010511587037028,5
-0.0001921490580298,0.0,-9.241864488673812e-05,0.0001988548060072,0.0006539083479687,4
0.0002219453004219,2.007862916770797e-05,-5.526167318414821e-06,0.0002288037038963,-8.799301399520232e-06,4
0.0005536085462856,-0.0002708753600066,-0.0008620199078939,0.0005533102685358,-2.452813236648588e-05,4
0.0001350949473981,0.0,-0.0005964426918778,0.0002561327118246,-2.620926220271436e-05,5
-0.0004253998120427,0.0,0.0,6.879783188944444e-05,0.0,5
-0.0005357231619592,-8.041312447533144e-05,-0.0008918033425347,0.0005086414945458,1.101904842566448e-05,4
-0.0001674063562466,-0.0003464921943736,-0.0002961280837251,-0.0001490186009534,-8.546645560543187e-05,5
