feature,mean_importance
Volume,-5.606692342561073e-05
Dividend,0.0
High Price_sum_Open Price,5.2271404918886705e-05
Dividend_sum_Close Price,9.59503032826093e-05
MA10,0.00029223367108563593
MA5,0.000299089723400593
Prev Volume,0.0003536785419575414
MA20,0.0003551242635666132
Low Price_sum_High Price,0.0003916513503007941
Prev Close Price,0.0005413029159011555
Close Price_sum_Low Price,0.001399600410185954
Close Price_sum_High Price,0.002572267195085777
Open Price,0.003874624003628515
Low Price_multiply_High Price,0.005472428031344549
Close Price_diff_Dividend,0.005535073489833267
Close Price_multiply_High Price,0.013660691447650091
High Price,0.02223308083979946
Close Price,0.025212680360260524
Low Price,0.02594716408802389
High Price_multiply_Open Price,0.03847304422538106
Close Price_multiply_Low Price,0.1359301022284878
