feature,mean_importance
Volume,-8.931350910562734e-05
Dividend,0.0
High Price,0.00012810166287638842
Low Price_sum_High Price,0.00013500377260973958
High Price_sum_Open Price,0.00042802495729470037
Open Price,0.0006276192922253336
Dividend_sum_Close Price,0.0006418885116297197
MA10,0.0009361863736628399
Close Price_sum_High Price,0.001130313282986667
MA20,0.0014021705597125184
Prev Close Price,0.001471431203271804
Prev Volume,0.0015364993581008237
High Price_multiply_Open Price,0.0026187765617394047
Close Price_sum_Low Price,0.0032714103303322245
Low Price_multiply_High Price,0.006721895218690791
MA5,0.009382513609109246
Close Price_diff_Dividend,0.015132816747697463
Close Price_multiply_Low Price,0.01892882663596736
Close Price_multiply_High Price,0.07841495311717285
Low Price,0.07993039835057522
Close Price,0.08735650190668165
