feature,mean_importance
Prev Volume,-2.8186327035826728e-05
Dividend,0.0
Volume,3.096475765856626e-05
MA20,5.122027310895411e-05
Low Price_sum_High Price,0.00012819234357314794
MA10,0.000143145981644769
Dividend_sum_Close Price,0.0002016263095136601
Prev Close Price,0.00022553741363422268
High Price_sum_Open Price,0.00031963137222182673
MA5,0.0006132889096375985
Close Price_sum_High Price,0.001251860195673532
Open Price,0.0015543329152715854
Close Price_sum_Low Price,0.0018206753061708707
High Price_multiply_Open Price,0.0019143474321497752
Close Price_multiply_High Price,0.006322350482664647
Close Price_multiply_Low Price,0.007824116911251554
Low Price_multiply_High Price,0.012052400152310683
High Price,0.03428744875803594
Low Price,0.03563576573951378
Close Price_diff_Dividend,0.03634327876370215
Close Price,0.13779942409076948
