feature,mean_importance
Dividend,0.0
Volume,4.0111822700032546e-05
High Price_multiply_Open Price,0.00016553648510189318
MA10,0.00017710827023911715
Prev Volume,0.0001804068483677498
Dividend_sum_Close Price,0.0003430456205463912
High Price_sum_Open Price,0.0003477041904962895
Prev Close Price,0.00037364409608601817
Close Price_sum_High Price,0.0005054704513097937
MA20,0.0005549572671871654
Low Price_sum_High Price,0.000606689518969752
Close Price_sum_Low Price,0.0015597872202793655
High Price,0.001789169507373601
MA5,0.003970303532361565
Close Price_multiply_High Price,0.005788640226051106
Close Price_multiply_Low Price,0.010044251611443827
Low Price_multiply_High Price,0.030006511552014198
Open Price,0.03270499485205326
Low Price,0.037239452206380586
Close Price_diff_Dividend,0.04672028668572619
Close Price,0.12849790678622636
