feature,mean_importance
High Price_sum_Open Price,3.85244812767525e-05
High Price_multiply_Open Price,5.726304221351942e-05
Prev Volume,0.00022413274023856504
Prev Close Price,0.0004420494350688683
MA10,0.0004498465698565572
Close Price_sum_High Price,0.000474845575682087
MA20,0.0006543800286462785
Low Price_sum_High Price,0.0007527215020699925
Close Price_sum_Low Price,0.0014717734718405961
MA5,0.0016691880280421793
High Price,0.0019202873648191733
Close Price_diff_Dividend,0.0029706101716205067
Dividend_sum_Close Price,0.00326073011619941
Close Price_multiply_High Price,0.0038019375096171606
Close Price_multiply_Low Price,0.021932536471754166
Low Price_multiply_High Price,0.02229464269579412
Low Price,0.02509882576442841
Open Price,0.044177693425096795
Close Price,0.18066892519241523
