feature,mean_importance
High Price_multiply_Open Price,0.00010896580687856094
Prev Close Price,0.00015988507331548378
Low Price_sum_High Price,0.00024406807991736256
Prev Volume,0.00025780439115082575
MA10,0.00029748766709097993
Close Price_sum_Low Price,0.00035453971485175615
MA20,0.000522471735079094
Dividend_sum_Close Price,0.0006845318965945894
MA5,0.00073022091210421
Close Price_sum_High Price,0.0010203124377507588
Close Price_diff_Dividend,0.0017495390447674944
Low Price_multiply_High Price,0.0035430279382505036
High Price_sum_Open Price,0.008491205866816148
Close Price_multiply_High Price,0.016819040182670136
Low Price,0.022264705326484828
Open Price,0.028376005206204667
Close Price,0.03296843112648278
High Price,0.03509348463998406
Close Price_multiply_Low Price,0.07728081716022321
