feature,mean_importance
Prev Volume,-1.1476931120365554e-05
Low Price_sum_High Price,1.6694999157466395e-05
Prev Close Price,2.5185157063587447e-05
MA20,3.461030995004933e-05
High Price_sum_Open Price,4.545201567198627e-05
MA10,9.093167049976335e-05
MA5,0.000225192908685813
High Price_multiply_Open Price,0.00041657135213270073
Close Price_sum_Low Price,0.000926217162694064
Open Price,0.0010285109672685023
Dividend_sum_Close Price,0.0011196046520087215
Close Price_sum_High Price,0.0016499285521455326
Close Price_multiply_High Price,0.002442903685099307
Close Price_diff_Dividend,0.004696198855894581
Low Price_multiply_High Price,0.015447576123247337
Close Price_multiply_Low Price,0.017529638912691735
Low Price,0.03802945653003276
High Price,0.0764152341558135
Close Price,0.13597883811664938
