feature,weight
intercept,0.00045893249850213606
Open Price,-1.5943572304748947
High Price,-0.13298376177259996
Low Price,2.933929431535012
Close Price,-0.2859117796140126
Volume,0.19689838987372715
Dividend,-0.05892158031071595
MA5,-0.4372326803360015
MA10,0.2570081242962674
MA20,-0.21392009132400971
Prev Close Price,0.2786502749364072
Prev Volume,0.16413479482431706
