feature,mean_importance
Prev Volume,-2.482464830371907e-05
High Price_multiply_Open Price,5.1925670601511365e-06
MA20,7.459347287045934e-06
Low Price_sum_High Price,3.148104480564292e-05
Prev Close Price,0.00010754855515752032
MA10,0.00034620853043554664
High Price_sum_Open Price,0.0003634967882942028
MA5,0.0003964347545424917
Close Price_sum_Low Price,0.0007584253931107914
Dividend_sum_Close Price,0.001027243005597836
Close Price_sum_High Price,0.0011999134333700603
Close Price_multiply_High Price,0.0024418410682082196
Open Price,0.002709908184841547
Close Price_diff_Dividend,0.002939283424542911
Low Price_multiply_High Price,0.011060596612860076
Low Price,0.01908367651527292
Close Price_multiply_Low Price,0.030847883468587033
High Price,0.08917719708729444
Close Price,0.1553796149921866
