0,0.15194219032493805,
1,0.0360645560220197,
2,0.03400826580606857,
3,0.026733716120782566,
4,0.028654014812912323,
5,0.02156116726603401,
6,0.02151040257333685,
7,0.01755581656785533,
8,0.017152104671228224,
9,0.014572742338935381,
10,0.023331045694528863,
11,0.016000878558938166,
12,0.012741768383533575,
13,0.018503094431070125,
14,0.014523592600936448,
15,0.011916519821087069,
16,0.022236910536337244,
17,0.025038629147260696,
18,0.017915286148581226,
19,0.011401680991801328,
20,0.009297059583535657,
21,0.008160529083529305,
22,0.030882402463415906,
23,0.018552433313558842,
24,0.011905789344004708,
25,0.008584205887322357,
26,0.020777186605277567,
27,0.0174919863262511,
28,0.012770525612157234,
29,0.022633013129952657,
30,0.015907447011174053,
31,0.008050222074801978,
