feature,mean_importance
High Price_multiply_Open Price,9.644408134382079e-05
Close Price_sum_Low Price,0.00028505253287352156
Low Price_sum_High Price,0.0003505184315109466
MA10,0.0003849488263009605
Prev Close Price,0.0005830966632892332
Prev Volume,0.0006674585466313752
High Price_sum_Open Price,0.0006686047172574117
MA20,0.000938976552948336
Dividend_sum_Close Price,0.001119845215069424
Close Price_diff_Dividend,0.0014490324809576273
High Price,0.001663871953161007
Open Price,0.002722336434468469
MA5,0.003550046737426118
Close Price_sum_High Price,0.004540475640989885
Low Price_multiply_High Price,0.0068534213952188795
Close Price_multiply_Low Price,0.012370138045235516
Low Price,0.03660722314720742
Close Price_multiply_High Price,0.10154338408454908
Close Price,0.22874930115004277
