feature,mean_importance
High Price_multiply_Open Price,0.0001500493897617238
Prev Volume,0.0001751373846909156
Low Price_sum_High Price,0.00025976617365809087
MA20,0.0003413203284827219
MA10,0.0003989826546648004
MA5,0.0004612872072846389
Prev Close Price,0.0006143151525626653
Dividend_sum_Close Price,0.0006627485578325702
Close Price_sum_High Price,0.0014416852352974261
Close Price_sum_Low Price,0.001457508578944782
Close Price_diff_Dividend,0.0017414360920788876
Low Price_multiply_High Price,0.0038663476464117696
Close Price_multiply_High Price,0.00747818154024662
High Price_sum_Open Price,0.022100236344147078
Low Price,0.02429722557785573
Open Price,0.02814656940602838
High Price,0.034141452659124424
Close Price,0.03495395298273009
Close Price_multiply_Low Price,0.08162857930085839
