feature,mean_importance
High Price_sum_Open Price,2.859127924269974e-05
Prev Volume,4.540537552081125e-05
High Price_multiply_Open Price,0.00010693204738735744
MA20,0.00046233536214325584
Close Price_sum_High Price,0.0005383805663656578
Prev Close Price,0.0005469000332853181
Close Price_sum_Low Price,0.0008288288805506644
MA10,0.000900871552392624
Close Price_diff_Dividend,0.0009671816671176139
Low Price_sum_High Price,0.0019510423720985493
High Price,0.0020722522777524613
Dividend_sum_Close Price,0.002250685745247414
MA5,0.0027833525991281627
Close Price_multiply_High Price,0.004649059850828832
Open Price,0.01100935208285048
Low Price_multiply_High Price,0.013700790165252668
Low Price,0.024775430455024484
Close Price_multiply_Low Price,0.027361563411861745
Close Price,0.32539610643717465
