feature,mean_importance
Low Price_diff_MA20,-0.0006796121074252204
MA20_ratio_MA10,-0.0004211411187736047
Open Price_diff_Low Price,-6.237793969008366e-05
Dividend_ratio_Volume,0.0
MA5_ratio_Dividend,0.0
Dividend_multiply_Low Price,0.0
Dividend_ratio_Prev Volume,0.0
MA20,0.00015969459836473465
Prev Volume,0.00018595746953640191
Low Price,0.0002627852646176931
Prev Volume_multiply_Prev Close Price,0.00031950869527224145
Close Price_ratio_MA5,0.0006386369178126739
MA5,0.0006752321271294326
Low Price_diff_Close Price,0.001419433597654507
