feature,mean_importance
Low Price_diff_Close Price,-0.00045965079873431234
MA20_ratio_MA10,-0.0003641838032426792
Low Price_diff_MA20,-0.00016346563263363033
MA5,-3.6397533392706906e-05
Dividend_ratio_Volume,0.0
MA5_ratio_Dividend,0.0
Dividend_multiply_Low Price,0.0
Dividend_ratio_Prev Volume,0.0
MA20,6.572202837360486e-05
Open Price_diff_Low Price,0.0002244219317836027
Prev Volume,0.00027021637300641557
Prev Volume_multiply_Prev Close Price,0.00027107286986298716
Close Price_ratio_MA5,0.00033457862232599833
Low Price,0.0014140738261641638
