feature,mean_importance
Open Price_ratio_High Price,-0.0012121401808107945
MA20,-0.0006212919306983977
Low Price,-0.00042139660181810256
Open Price,-0.0002809678637157864
High Price_ratio_Open Price,-0.00026667053744857674
Dividend,-0.00019800104138802954
Open Price_diff_Low Price,-0.00018275795448727817
MA5,-3.463112113628597e-05
Dividend_ratio_Prev Volume,-4.2301519537213395e-06
Dividend_ratio_Volume,0.0
MA10,9.314034813592275e-05
High Price,9.83252253857092e-05
Open Price_diff_Close Price,0.00010740175279373431
High Price_diff_Low Price,0.00016024359344410933
Prev Volume,0.0003506755211413859
Volume,0.00048167240655270225
Prev Close Price,0.0004964912445801995
Prev Close Price_ratio_MA5,0.00057634797561954
MA5_ratio_Prev Close Price,0.000739030532160534
Close Price,0.001083914655865259
Low Price_diff_Close Price,0.005299701859628758
