feature,mean_importance
MA5_ratio_Prev Close Price,-0.0009259508825780527
MA20,-0.0007683461207293573
Prev Close Price_ratio_MA5,-0.00045534870362993194
Low Price,-0.0004307872926431866
Open Price_ratio_High Price,-0.00022048126397820056
High Price_ratio_Open Price,-0.00017668874111895772
Dividend,-0.0001098470342555613
Dividend_ratio_Volume,-0.00010768769102837971
Volume,-4.892408700101214e-05
Dividend_ratio_Prev Volume,7.256111379385643e-05
Open Price_diff_Close Price,9.84516897064136e-05
MA5,0.00018720577099331503
Prev Close Price,0.00035006953609817426
MA10,0.0004576497950347758
High Price,0.0007392807288781666
Open Price,0.0007654099996917019
Close Price,0.001167305131099039
High Price_diff_Low Price,0.0015481468422142487
Open Price_diff_Low Price,0.0019580220842032813
Prev Volume,0.00397548485809851
Low Price_diff_Close Price,0.007146609337587706
