feature,mean_importance
MA10,-0.000304075617997368
High Price,-6.869988720050734e-05
MA20,-2.2370896718082456e-05
Dividend,5.278692056580603e-05
Close Price,0.00016251356330836407
Prev Volume,0.0001849548195700823
Prev Close Price,0.0002298299778296764
MA5,0.00024474178420714755
Volume,0.00025578451359860034
Open Price,0.00047341148252582065
Low Price,0.0006876018639456971
