feature,mean_importance
Prev Volume,-0.0011720602116317425
Volume,-0.0011515822918167107
Open Price,-0.00023400711791023986
MA5,-0.00022247465627067697
Low Price,-0.00021333763435611442
High Price,-0.0001926979443203969
Close Price,-0.00016214702218255716
Prev Close Price,-3.8506959374107196e-05
Dividend,-1.1898409818211774e-05
MA10,-1.644870519812436e-06
MA20,0.00016318076044232743
