feature,mean_importance
MA20_ratio_MA10,-0.001243209974739945
Prev Close Price,-0.0002648388828624615
MA5,-0.0002275509455478719
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend_ratio_Volume,0.0
Dividend,0.0
Open Price,0.00021796826233035915
Close Price,0.0003700106752933197
MA10,0.00043559731489195563
Low Price,0.00045701535637605596
Low Price_diff_MA20,0.0006070142299243519
Open Price_diff_Low Price,0.0006585101067059007
MA20,0.0009164062112233973
Prev Volume,0.001121981296555985
Prev Volume_multiply_Prev Close Price,0.0012645364671356463
High Price,0.0013046981976958972
Volume,0.0020214932385425933
Close Price_ratio_MA5,0.002589932275816742
Low Price_diff_Close Price,0.00260209855508331
