feature,mean_importance
MA10,-0.001340831263943887
Open Price,-0.0005601712482684151
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend_ratio_Volume,0.0
Dividend,0.0
MA20_ratio_MA10,2.937912502971596e-05
Prev Close Price,0.00030299894960781335
Low Price,0.00032019938789349387
MA20,0.00038850461372132996
Volume,0.0007111681301779083
High Price,0.000771421181969778
Low Price_diff_MA20,0.0008347758079819689
MA5,0.0014836492951434631
Low Price_diff_Close Price,0.0014941081575335247
Close Price,0.0015495804475545772
Close Price_ratio_MA5,0.0016134519702182492
Prev Volume_multiply_Prev Close Price,0.0016884651019076103
Prev Volume,0.0024881268051918813
Open Price_diff_Low Price,0.0027321950285978057
