feature,mean_importance
Dividend,8.673617379884035e-19
MA20,7.1399295076222774e-06
Prev Volume,8.861799407579221e-06
Volume,1.8356151456799114e-05
MA10,4.8270995922389605e-05
MA5,5.1323189107229696e-05
Dividend_sum_High Price,0.00021960497471967813
High Price_diff_Dividend,0.0003244515718850021
Close Price_multiply_Open Price,0.0007761373961239501
High Price_multiply_Open Price,0.0011237216345364458
High Price,0.0011260349024309062
Low Price_multiply_High Price,0.001795596019189115
High Price_sum_Open Price,0.0037174479589606874
Prev Close Price,0.0039795651894677445
Close Price_sum_Open Price,0.004964480057346477
Close Price_sum_High Price,0.009947245804118071
Low Price_sum_High Price,0.01097970770092715
Close Price_multiply_High Price,0.024159345750345715
Low Price,0.02900837136877122
Open Price,0.05924801850463215
Close Price,0.15878026145088295
