feature,mean_importance
Volume,-0.0015557414571934825
Open Price,-3.2331367057003566e-05
Dividend,0.0
Prev Close Price,0.0
MA20,1.473751448759497e-05
Close Price,0.0001010319335094545
MA10,0.0001028843163871862
Low Price,0.00021656014274618052
Prev Volume,0.00039355842776294113
High Price,0.0005244078859434565
MA5,0.0015904037165811236
