feature,mean_importance
Dividend,-8.200327254018463e-06
Volume,0.00021713335577409022
Prev Volume,0.0007222517373270904
MA20,0.03217601032444926
MA10,0.05908449018610516
Low Price,0.06565315551240383
High Price,0.07938584833495609
Prev Close Price,0.11010043481183865
Open Price,0.12441240445452857
MA5,0.12554501461292114
Close Price,0.19737507972347995
