Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0105842956942738,8.055286581398757e-05,0.0005494234790501,0.0121435078322339,0.0003099445514206,1
0.0049126566949297,-0.0004256643784442,0.0041596112270926,-0.0009471985082978,0.0007333429889024,3
0.0023043597676426,-0.0001475869584787,0.0009796872920432,0.00342432153865,-0.0005347105548183,2
0.0039591548415442,-0.0005580987295576,0.0004693774646009,0.0019302040807677,0.0,2
0.0039350081709575,-0.0003165053217879,0.0012015907648274,0.0001950829852495,0.0001836010713483,3
0.0014489237005804,-0.0005393053788773,0.0027605138033471,-0.000340705420862,0.001440511324748,2
0.0012500896729687,-0.0003026006469636,0.0002045682889762,0.0010465636002928,0.0011677514822487,5
0.0014800406846627,-0.0001415959657515,6.758187678461703e-05,0.0009824452615017,0.0009111621082965,4
0.0004571924722774,-0.0001116135736077,0.0009038307366266,0.0017638294274628,0.0001311079288461,3
0.0006953151383047,-0.0001199897801327,0.0011961290240026,0.0012698924588453,8.260256594632143e-05,3
-7.582888516595165e-05,0.0,0.0,2.4357243341777136e-05,0.0,5
0.0002817618869323,3.64004319181932e-05,-0.0002429132974203,-0.0011494310801139,-9.516655390060524e-05,4
