feature,mean_importance
Low Price_sum_High Price,5.148717092500962e-05
Close Price_sum_Low Price,0.00028262798721819665
High Price_multiply_Open Price,0.00048362168581031516
MA10,0.0006632142361303738
Prev Volume,0.0006976218698648369
MA20,0.0007365769542610456
High Price_sum_Open Price,0.000894768870319844
Prev Close Price,0.001162057150712373
Dividend_sum_Close Price,0.0018221846137226557
Close Price_diff_Dividend,0.001989597362309143
High Price,0.0025025911204758985
MA5,0.0036788979514669785
Low Price_multiply_High Price,0.003957900416888138
Close Price_sum_High Price,0.0044057130928445345
Open Price,0.005049737944542405
Close Price_multiply_Low Price,0.009729625135201467
Low Price,0.036972678409361415
Close Price_multiply_High Price,0.06743904086107147
Close Price,0.24631367723659517
