feature,mean_importance
Prev Volume,-7.533625277862344e-05
MA10,-2.794157639260213e-06
MA20,5.6686417544540155e-05
Close Price_sum_Low Price,0.0004945607918003022
Prev Close Price,0.0005963657886105175
Low Price_sum_High Price,0.000788437021006952
MA5,0.0016698579002738059
Close Price_diff_Dividend,0.0017775181637866466
High Price_multiply_Open Price,0.003077334138702926
Dividend_sum_Close Price,0.003572898745121557
Close Price_sum_High Price,0.0037739777162205056
Low Price_multiply_High Price,0.005435159997035139
Close Price_multiply_High Price,0.007484679908711207
Open Price,0.007594207976124136
High Price_sum_Open Price,0.010870205891168685
Low Price,0.014666374644936314
Close Price_multiply_Low Price,0.0172779448545961
High Price,0.026088544555079106
Close Price,0.08947551043928823
