feature,mean_importance
Prev Volume,-0.00010618115730174696
Low Price_sum_High Price,6.497019921681765e-07
High Price_sum_Open Price,2.0020428535432422e-05
MA10,6.409316831839408e-05
Prev Close Price,0.00018382743345069283
MA20,0.00037778798003666736
High Price_multiply_Open Price,0.00047987741285206165
Close Price_sum_Low Price,0.0005457231550569701
MA5,0.0006177439608167698
Open Price,0.0008147009685066698
Close Price_sum_High Price,0.0008835771085588843
Dividend_sum_Close Price,0.0025199454059941584
Close Price_multiply_High Price,0.004973963009474576
Close Price_diff_Dividend,0.005915495781916325
Low Price_multiply_High Price,0.006285559942570469
Low Price,0.013112451172041429
Close Price_multiply_Low Price,0.0286197751239499
High Price,0.031272937270146066
Close Price,0.3401837862370542
