feature,mean_importance
Prev Close Price,-5.4057786630258565e-05
MA20,-3.2784907475623405e-06
Prev Volume,-6.982170470386933e-08
Volume,-2.6020852139652105e-19
Dividend,8.673617379884036e-20
MA10,2.8010113738527292e-05
MA5,0.0003828868114266081
High Price_sum_Open Price,0.00038566880521904783
High Price_multiply_Open Price,0.0005875681646979059
Open Price,0.0012365825873149688
Close Price,0.0030788597566860387
Low Price_multiply_High Price,0.003588128024519793
Low Price_sum_High Price,0.005364586478905903
Low Price,0.006414414059431527
Dividend_sum_Close Price,0.0070923279416610155
Close Price_sum_High Price,0.012422891275325833
Close Price_multiply_High Price,0.014556961053896991
Close Price_sum_Low Price,0.016041121305204617
Close Price_diff_Dividend,0.017545937055841284
High Price,0.03154830857876981
Close Price_multiply_Low Price,0.03914726354596004
