feature,mean_importance
Volume,-1.4892058503203527e-05
Prev Close Price,-2.7288603197594616e-06
Dividend,6.938893903907229e-19
Prev Volume,3.888022066228861e-06
MA20,8.771220125083322e-05
MA5,0.00036064127952189964
MA10,0.0005743989739648945
Low Price_multiply_High Price,0.001315772562729197
High Price,0.0035957388164159386
High Price_multiply_Open Price,0.0036800952861462633
Close Price_multiply_High Price,0.005122358652340743
Low Price,0.0051239481885144685
Low Price_sum_High Price,0.00625330477777761
Close Price_sum_Low Price,0.009462303143086135
High Price_sum_Open Price,0.009782494021704079
Close Price_diff_Dividend,0.01204145805688701
Close Price_multiply_Low Price,0.014176191707430227
Close Price_sum_High Price,0.01929765502585084
Dividend_sum_Close Price,0.026660556648004284
Open Price,0.026725347888975865
Close Price,0.08071347767775401
