feature,mean_importance
Prev Close Price,-7.686997130997367e-07
Prev Volume,0.0
Dividend,0.0
Volume,0.0
MA10,1.6306783436427496e-06
High Price_sum_Open Price,8.807387111087404e-05
Low Price,0.0003844765793656928
High Price_multiply_Open Price,0.0003862398514012497
MA20,0.00046948836701387714
Open Price,0.0006498489195798865
MA5,0.0013731420029644743
Close Price_sum_High Price,0.003091205245056447
Low Price_sum_High Price,0.004446922348913677
Close Price,0.008127675932382335
Close Price_diff_Dividend,0.01198346499522382
Close Price_multiply_Low Price,0.012585212318650865
Close Price_sum_Low Price,0.013809269567719168
Dividend_sum_Close Price,0.0226152712148242
Low Price_multiply_High Price,0.07536965757370861
High Price,0.14584730407471613
Close Price_multiply_High Price,0.15958195921485735
