feature,mean_importance
Prev Volume,-1.3951865602865321e-06
random_feature,-3.525293982186567e-07
Dividend,7.37257477290143e-19
Volume,4.956516575904983e-06
MA10,3.1568994239984965e-05
MA5,5.5629051937898215e-05
MA20,6.779068467592307e-05
Prev Close Price,0.0008589043017559978
High Price,0.0077135607094186735
Open Price,0.012145221138039263
Low Price,0.21422420319163668
Close Price,0.4796353348247182
