feature,mean_importance
Prev Close Price,1.895218244763828e-05
Prev Volume,0.00010451105741566217
High Price_multiply_Open Price,0.00010773423398390027
MA5,0.00013789534059592407
MA10,0.00014736549458991728
Low Price_sum_High Price,0.0001689971221545008
MA20,0.00022961620557629333
Close Price_sum_Low Price,0.00024672826651434866
Dividend_sum_Close Price,0.001092982949443955
Close Price_sum_High Price,0.0013915875000235002
Close Price_diff_Dividend,0.006417817047991378
High Price_sum_Open Price,0.007536969786905656
Open Price,0.008881505261000011
High Price,0.010689947636133679
Low Price_multiply_High Price,0.012724190157621046
Close Price,0.01970743778094678
Low Price,0.023362115458533308
Close Price_multiply_High Price,0.03169409041262128
Close Price_multiply_Low Price,0.07699331357366979
