feature,mean_importance
Close Price_sum_Low Price,0.0002773041021362381
High Price_sum_Open Price,0.00033653645236373514
Low Price_sum_High Price,0.0007012037967284326
Dividend_sum_Close Price,0.0007165912652637559
Close Price_sum_High Price,0.0007211208699472626
Prev Volume,0.0010898970335978466
MA20,0.0015376855288557342
High Price_multiply_Open Price,0.0015482348285885577
Open Price,0.001548795391827786
Close Price_diff_Dividend,0.0023527059938577522
High Price,0.002509124404902243
Prev Close Price,0.003230901879165169
MA10,0.005195961401040046
Low Price_multiply_High Price,0.010458611515346961
Close Price_multiply_Low Price,0.01278278617013959
MA5,0.013173606063476628
Close Price_multiply_High Price,0.029431324521591213
Low Price,0.04042986143114271
Close Price,0.16698277970177744
