feature,mean_importance
High Price_multiply_Open Price,2.913291740976199e-05
High Price_sum_Open Price,8.77013575278739e-05
MA10,0.0001745134671641977
Prev Close Price,0.000227227398697385
Low Price_sum_High Price,0.00022946005995128153
Prev Volume,0.0003309497760280073
Close Price_sum_Low Price,0.00042937347217676116
Close Price_diff_Dividend,0.000667527253427532
Dividend_sum_Close Price,0.0008818660549566601
MA20,0.001770834860634049
Close Price_sum_High Price,0.002873470439473042
High Price,0.0033092017863553353
MA5,0.003983828478168648
Low Price_multiply_High Price,0.018773130518373975
Close Price_multiply_Low Price,0.020657495375120925
Open Price,0.022894173233668602
Close Price_multiply_High Price,0.026496119635888615
Low Price,0.031083294483198652
Close Price,0.14467592987166145
