feature,mean_importance
Prev Close Price,0.00012860046921276004
Prev Volume,0.0001401895028701557
MA10,0.00017675798952857205
MA20,0.0004333518381067308
Close Price_sum_Low Price,0.0008731957189031823
MA5,0.0010370771381977134
Low Price_sum_High Price,0.0010381822511832091
Dividend_sum_Close Price,0.0012107454805271758
Close Price_sum_High Price,0.0012928718645357452
Close Price_diff_Dividend,0.0013159043463649596
High Price_multiply_Open Price,0.0013482574785250892
Open Price,0.004371755793888367
High Price_sum_Open Price,0.005440645975222383
High Price,0.008288249542761899
Low Price,0.008296049989880289
Close Price_multiply_Low Price,0.008378392572849409
Low Price_multiply_High Price,0.012909177753187121
Close Price_multiply_High Price,0.03893582561256741
Close Price,0.1310170332357174
