feature,mean_importance
High Price_multiply_Open Price,4.8102788157499376e-05
Prev Close Price,0.00011566578556474715
MA10,0.0005197720238843547
Low Price_multiply_High Price,0.0005332053660913247
Prev Volume,0.0007387156209949737
MA5,0.0012106246466739615
MA20,0.002137739778327704
Open Price,0.002156537883911095
Close Price_multiply_Low Price,0.0036381543533069542
Low Price_sum_High Price,0.0039277709854256045
Close Price_diff_Dividend,0.005024176749066982
Dividend_sum_Close Price,0.008292263590789292
Low Price,0.0085170310629248
Close Price,0.01849211672335051
High Price,0.02098236620722166
High Price_sum_Open Price,0.021990013781186958
Close Price_multiply_High Price,0.02361166704901891
Close Price_sum_High Price,0.025827022436175427
Close Price_sum_Low Price,0.02667011333893763
