feature,mean_importance
High Price_sum_Open Price,0.00017667996772877513
Prev Close Price,0.0002551074849766582
High Price_multiply_Open Price,0.00045689391128240115
Dividend_sum_Close Price,0.001549476172569239
MA20,0.0016390279911603258
Prev Volume,0.001705827222781338
Close Price_sum_High Price,0.0018679851692017051
MA10,0.002091137903358071
Open Price,0.003876610438923932
Low Price_sum_High Price,0.0046005605849443855
Low Price,0.0058299816010706764
High Price,0.009651732756427198
Close Price_sum_Low Price,0.009887599432783594
Low Price_multiply_High Price,0.010608609925115118
MA5,0.010754187085372333
Close Price,0.012549515764338113
Close Price_diff_Dividend,0.015920489535389826
Close Price_multiply_High Price,0.05552302542339941
Close Price_multiply_Low Price,0.05654584469499722
