feature,mean_importance
Prev Close Price,3.5090754649891484e-05
MA10,5.9204553900814996e-05
Prev Volume,6.071129703784442e-05
MA20,0.00022918760935970798
High Price,0.0007033547509927074
High Price_sum_Open Price,0.0007121791151000631
High Price_multiply_Open Price,0.0009275138842405863
MA5,0.0009463461193198769
Low Price_sum_High Price,0.0010835715457136557
Dividend_sum_Close Price,0.001194174092852856
Open Price,0.0013726635306204977
Close Price_diff_Dividend,0.001418433322742121
Close Price_multiply_Low Price,0.004670848529470862
Low Price_multiply_High Price,0.005536915282603631
Close Price_multiply_High Price,0.024114986780971914
Close Price_sum_High Price,0.027309172897471857
Close Price,0.0405531037953531
Low Price,0.044665695432445515
Close Price_sum_Low Price,0.057286078030122776
