feature,mean_importance
Prev Close Price,3.70940778621022e-05
High Price_sum_Open Price,0.00022313525816691892
MA10,0.00023233486138794483
Prev Volume,0.00034892007755768127
High Price_multiply_Open Price,0.0007847033173669131
MA5,0.000978213789387685
MA20,0.0010156099269018975
High Price,0.0021187024091900474
Low Price_sum_High Price,0.0035817391938704813
Close Price_multiply_High Price,0.004609461092197875
Low Price,0.005374135807451719
Close Price_sum_Low Price,0.007377282009394098
Dividend_sum_Close Price,0.007503762148688825
Open Price,0.008274384496579634
Close Price_diff_Dividend,0.008433826947837272
Close Price_sum_High Price,0.017190468537330274
Low Price_multiply_High Price,0.018912010355739344
Close Price_multiply_Low Price,0.02766510453922727
Close Price,0.09196381822997861
