feature,mean_importance
MA10,-7.926679425196425e-06
Dividend,0.0
High Price,0.000888579707914694
Volume,0.0020197923555761665
MA20,0.0023272503038632487
Prev Close Price,0.002937145330921842
MA5,0.003653575480722382
Open Price,0.004001223705570123
Prev Volume,0.004071582743450342
Close Price,0.004096640065511181
Low Price,0.015912052972205614
