feature,mean_importance
High Price_multiply_Open Price,8.365870387010195e-05
Prev Close Price,0.00020088802812150003
MA10,0.0004025346370722303
Prev Volume,0.0006785343789973463
Open Price,0.00105034835203349
Low Price_multiply_High Price,0.001223088172248681
MA5,0.0012703111872777967
MA20,0.001791576592596047
Close Price_diff_Dividend,0.0019919947705278906
Low Price_sum_High Price,0.005954301123831877
Low Price,0.0093502762693877
Close Price_multiply_Low Price,0.009805376514870174
Dividend_sum_Close Price,0.010343252557620105
Close Price,0.015431996094653908
High Price_sum_Open Price,0.0194580110606705
High Price,0.02089488734049268
Close Price_multiply_High Price,0.022227444923247696
Close Price_sum_Low Price,0.025541749726478317
Close Price_sum_High Price,0.02858770600759855
